"KingdomName","YearUpTo","RedListCategory","NumSpp","NumAssessWithinKingdom","NumAssessWithinRLcat","PropSppKingdomNoDD","PropSppKingdomWithDD","PropSppAllTaxaByCat"
"CHROMISTA",2008,"All Threatened",6,15,11421,1,0.4,0.00052534804307854
"CHROMISTA",2009,"All Categories",15,15,23348,NA,1,0.000642453315059106
"CHROMISTA",2009,"Near Threatened",0,15,967,0,0,0
"CHROMISTA",2009,"Vulnerable",1,15,6159,0.166666666666667,0.0666666666666667,0.000162364020133139
"CHROMISTA",2009,"Endangered",1,15,3124,0.166666666666667,0.0666666666666667,0.000320102432778489
"CHROMISTA",2009,"Least Concern",0,15,4655,0,0,0
"CHROMISTA",2009,"Data Deficient",9,15,4204,1.5,0.6,0.00214081826831589
"CHROMISTA",2009,"Extinct",0,15,463,0,0,0
"CHROMISTA",2009,"Extinct in the Wild",0,15,37,0,0,0
"CHROMISTA",2009,"Critically Endangered",4,15,2139,0.666666666666667,0.266666666666667,0.0018700327255727
"CHROMISTA",2009,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2009,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2009,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2009,"All Threatened",6,15,11922,1,0.4,0.000503271263210871
"CHROMISTA",2010,"All Categories",15,15,31679,NA,1,0.000473499794816756
"CHROMISTA",2010,"Near Threatened",0,15,1395,0,0,0
"CHROMISTA",2010,"Vulnerable",1,15,6852,0.166666666666667,0.0666666666666667,0.000145942790426153
"CHROMISTA",2010,"Endangered",1,15,3607,0.166666666666667,0.0666666666666667,0.000277238702522872
"CHROMISTA",2010,"Least Concern",0,15,9254,0,0,0
"CHROMISTA",2010,"Data Deficient",9,15,5880,1.5,0.6,0.00153061224489796
"CHROMISTA",2010,"Extinct",0,15,485,0,0,0
"CHROMISTA",2010,"Extinct in the Wild",0,15,42,0,0,0
"CHROMISTA",2010,"Critically Endangered",4,15,2564,0.666666666666667,0.266666666666667,0.0015600624024961
"CHROMISTA",2010,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2010,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2010,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2010,"All Threatened",6,15,13550,1,0.4,0.00044280442804428
"CHROMISTA",2011,"All Categories",15,15,37733,NA,1,0.00039753001351602
"CHROMISTA",2011,"Near Threatened",0,15,1835,0,0,0
"CHROMISTA",2011,"Vulnerable",1,15,7473,0.166666666666667,0.0666666666666667,0.000133815067576609
"CHROMISTA",2011,"Endangered",1,15,4046,0.166666666666667,0.0666666666666667,0.000247157686604053
"CHROMISTA",2011,"Least Concern",0,15,12112,0,0,0
"CHROMISTA",2011,"Data Deficient",9,15,7199,1.5,0.6,0.00125017363522711
"CHROMISTA",2011,"Extinct",0,15,506,0,0,0
"CHROMISTA",2011,"Extinct in the Wild",0,15,45,0,0,0
"CHROMISTA",2011,"Critically Endangered",4,15,2917,0.666666666666667,0.266666666666667,0.00137127185464518
"CHROMISTA",2011,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2011,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2011,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2011,"All Threatened",6,15,14987,1,0.4,0.000400346967371722
"CHROMISTA",2012,"All Categories",15,15,41662,NA,1,0.000360040324516346
"CHROMISTA",2012,"Near Threatened",0,15,2007,0,0,0
"CHROMISTA",2012,"Vulnerable",1,15,7688,0.166666666666667,0.0666666666666667,0.000130072840790843
"CHROMISTA",2012,"Endangered",1,15,4313,0.166666666666667,0.0666666666666667,0.000231857175979597
"CHROMISTA",2012,"Least Concern",0,15,14074,0,0,0
"CHROMISTA",2012,"Data Deficient",9,15,8254,1.5,0.6,0.00109038042161376
"CHROMISTA",2012,"Extinct",0,15,521,0,0,0
"CHROMISTA",2012,"Extinct in the Wild",0,15,45,0,0,0
"CHROMISTA",2012,"Critically Endangered",4,15,3160,0.666666666666667,0.266666666666667,0.00126582278481013
"CHROMISTA",2012,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2012,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2012,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2012,"All Threatened",6,15,15727,1,0.4,0.00038150950594519
"CHROMISTA",2013,"All Categories",15,15,47786,NA,1,0.000313899468463567
"CHROMISTA",2013,"Near Threatened",0,15,2244,0,0,0
"CHROMISTA",2013,"Vulnerable",1,15,8123,0.166666666666667,0.0666666666666667,0.000123107226394189
"CHROMISTA",2013,"Endangered",1,15,4924,0.166666666666667,0.0666666666666667,0.000203086921202275
"CHROMISTA",2013,"Least Concern",0,15,17477,0,0,0
"CHROMISTA",2013,"Data Deficient",9,15,9413,1.5,0.6,0.000956124508658239
"CHROMISTA",2013,"Extinct",0,15,539,0,0,0
"CHROMISTA",2013,"Extinct in the Wild",0,15,45,0,0,0
"CHROMISTA",2013,"Critically Endangered",4,15,3421,0.666666666666667,0.266666666666667,0.00116924875767319
"CHROMISTA",2013,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2013,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2013,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2013,"All Threatened",6,15,17052,1,0.4,0.000351864883884588
"CHROMISTA",2014,"All Categories",15,15,53132,NA,1,0.00028231574192577
"CHROMISTA",2014,"Near Threatened",0,15,2571,0,0,0
"CHROMISTA",2014,"Vulnerable",1,15,8572,0.166666666666667,0.0666666666666667,0.000116658889407373
"CHROMISTA",2014,"Endangered",1,15,5496,0.166666666666667,0.0666666666666667,0.000181950509461427
"CHROMISTA",2014,"Least Concern",0,15,20063,0,0,0
"CHROMISTA",2014,"Data Deficient",9,15,10366,1.5,0.6,0.000868223036851244
"CHROMISTA",2014,"Extinct",0,15,578,0,0,0
"CHROMISTA",2014,"Extinct in the Wild",0,15,53,0,0,0
"CHROMISTA",2014,"Critically Endangered",4,15,3833,0.666666666666667,0.266666666666667,0.00104356900600052
"CHROMISTA",2014,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2014,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2014,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2014,"All Threatened",6,15,18532,1,0.4,0.000323764299589899
"CHROMISTA",2015,"All Categories",15,15,57750,NA,1,0.00025974025974026
"CHROMISTA",2015,"Near Threatened",0,15,2718,0,0,0
"CHROMISTA",2015,"Vulnerable",1,15,8897,0.166666666666667,0.0666666666666667,0.000112397437338429
"CHROMISTA",2015,"Endangered",1,15,5982,0.166666666666667,0.0666666666666667,0.000167168171180207
"CHROMISTA",2015,"Least Concern",0,15,22837,0,0,0
"CHROMISTA",2015,"Data Deficient",9,15,10936,1.5,0.6,0.000822970007315289
"CHROMISTA",2015,"Extinct",0,15,585,0,0,0
"CHROMISTA",2015,"Extinct in the Wild",0,15,55,0,0,0
"CHROMISTA",2015,"Critically Endangered",4,15,4140,0.666666666666667,0.266666666666667,0.000966183574879227
"CHROMISTA",2015,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2015,"Lower Risk/least concern",0,15,603,0,0,0
"CHROMISTA",2015,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2015,"All Threatened",6,15,19659,1,0.4,0.000305203723485427
"CHROMISTA",2016,"All Categories",15,15,74396,NA,1,0.000201623743212001
"CHROMISTA",2016,"Near Threatened",0,15,3790,0,0,0
"CHROMISTA",2016,"Vulnerable",1,15,9980,0.166666666666667,0.0666666666666667,0.000100200400801603
"CHROMISTA",2016,"Endangered",1,15,7019,0.166666666666667,0.0666666666666667,0.000142470437384243
"CHROMISTA",2016,"Least Concern",0,15,34144,0,0,0
"CHROMISTA",2016,"Data Deficient",9,15,12379,1.5,0.6,0.00072703772517974
"CHROMISTA",2016,"Extinct",0,15,776,0,0,0
"CHROMISTA",2016,"Extinct in the Wild",0,15,63,0,0,0
"CHROMISTA",2016,"Critically Endangered",4,15,4643,0.666666666666667,0.266666666666667,0.000861511953478355
"CHROMISTA",2016,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2016,"Lower Risk/least concern",0,15,605,0,0,0
"CHROMISTA",2016,"Lower Risk/near threatened",0,15,792,0,0,0
"CHROMISTA",2016,"All Threatened",6,15,22481,1,0.4,0.000266892042168943
"CHROMISTA",2017,"All Categories",15,15,85340,NA,1,0.000175767518162644
"CHROMISTA",2017,"Near Threatened",0,15,4707,0,0,0
"CHROMISTA",2017,"Vulnerable",1,15,11020,0.166666666666667,0.0666666666666667,9.07441016333938e-05
"CHROMISTA",2017,"Endangered",1,15,8004,0.166666666666667,0.0666666666666667,0.000124937531234383
"CHROMISTA",2017,"Least Concern",0,15,40209,0,0,0
"CHROMISTA",2017,"Data Deficient",9,15,13667,1.5,0.6,0.000658520523889661
"CHROMISTA",2017,"Extinct",0,15,842,0,0,0
"CHROMISTA",2017,"Extinct in the Wild",0,15,66,0,0,0
"CHROMISTA",2017,"Critically Endangered",4,15,5217,0.666666666666667,0.266666666666667,0.00076672417097949
"CHROMISTA",2017,"Lower Risk/conservation dependent",0,15,207,0,0,0
"CHROMISTA",2017,"Lower Risk/least concern",0,15,607,0,0,0
"CHROMISTA",2017,"Lower Risk/near threatened",0,15,794,0,0,0
"CHROMISTA",2017,"All Threatened",6,15,25149,1,0.4,0.000238578074674937
"CHROMISTA",2018,"All Categories",15,15,96101,NA,1,0.000156085784747297
"CHROMISTA",2018,"Near Threatened",0,15,5272,0,0,0
"CHROMISTA",2018,"Vulnerable",1,15,11871,0.166666666666667,0.0666666666666667,8.42389015247241e-05
"CHROMISTA",2018,"Endangered",1,15,8925,0.166666666666667,0.0666666666666667,0.000112044817927171
"CHROMISTA",2018,"Least Concern",0,15,46858,0,0,0
"CHROMISTA",2018,"Data Deficient",9,15,14842,1.5,0.6,0.000606387279342407
"CHROMISTA",2018,"Extinct",0,15,867,0,0,0
"CHROMISTA",2018,"Extinct in the Wild",0,15,69,0,0,0
"CHROMISTA",2018,"Critically Endangered",4,15,5780,0.666666666666667,0.266666666666667,0.000692041522491349
"CHROMISTA",2018,"Lower Risk/conservation dependent",0,15,208,0,0,0
"CHROMISTA",2018,"Lower Risk/least concern",0,15,611,0,0,0
"CHROMISTA",2018,"Lower Risk/near threatened",0,15,798,0,0,0
"CHROMISTA",2018,"All Threatened",6,15,27512,1,0.4,0.00021808665309683
"CHROMISTA",2019,"All Categories",15,15,105775,NA,1,0.000141810446702907
"CHROMISTA",2019,"Near Threatened",0,15,5654,0,0,0
"CHROMISTA",2019,"Vulnerable",1,15,12465,0.166666666666667,0.0666666666666667,8.02246289610911e-05
"CHROMISTA",2019,"Endangered",1,15,9757,0.166666666666667,0.0666666666666667,0.000102490519626935
"CHROMISTA",2019,"Least Concern",0,15,53462,0,0,0
"CHROMISTA",2019,"Data Deficient",9,15,15783,1.5,0.6,0.000570233795856301
"CHROMISTA",2019,"Extinct",0,15,875,0,0,0
"CHROMISTA",2019,"Extinct in the Wild",0,15,73,0,0,0
"CHROMISTA",2019,"Critically Endangered",4,15,6129,0.666666666666667,0.266666666666667,0.000652635013868494
"CHROMISTA",2019,"Lower Risk/conservation dependent",0,15,205,0,0,0
"CHROMISTA",2019,"Lower Risk/least concern",0,15,587,0,0,0
"CHROMISTA",2019,"Lower Risk/near threatened",0,15,785,0,0,0
"CHROMISTA",2019,"All Threatened",6,15,29299,1,0.4,0.000204785146250725
